scenario_id,scenario_name,strategy_id,strategy_name,time_step,system_state,adaptive_capacity,governance_capacity,public_trust,distributional_pressure
S3,Adaptive Transition,T5,Low-Cost Continuity,20,2.0,0.1493,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,21,2.0,0.1538,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,22,2.0,0.1582,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,23,2.0,0.1626,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,24,2.0,0.1671,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,25,2.0,0.1715,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,26,2.0,0.1759,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,27,2.0,0.1804,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,28,2.0,0.1848,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,29,2.0,0.1893,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,30,2.0,0.1937,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,31,2.0,0.1981,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,32,2.0,0.2026,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,33,2.0,0.207,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,34,2.0,0.2115,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,35,2.0,0.2159,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,36,2.0,0.2203,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,37,2.0,0.2248,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,38,2.0,0.2292,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,39,2.0,0.2336,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,40,2.0,0.2381,0.82,0.76,0.54
S4,Fragmented Response,T1,Efficiency Optimization,1,1.08,0.015,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,2,1.0806,0.0182,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,3,1.0843,0.0213,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,4,1.0913,0.0245,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,5,1.1014,0.0277,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,6,1.1147,0.0309,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,7,1.1311,0.034,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,8,1.0774,0.0372,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,9,1.1002,0.0404,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,10,1.1262,0.0436,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,11,1.1554,0.0467,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,12,1.1877,0.0499,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,13,1.2232,0.0531,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,14,1.2619,0.0563,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,15,1.3037,0.0594,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,16,1.2754,0.0626,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,17,1.3236,0.0658,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,18,1.375,0.069,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,19,1.4295,0.0721,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,20,1.4872,0.0753,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,21,1.5481,0.0785,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,22,1.6122,0.0817,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,23,1.6794,0.0848,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,24,1.6765,0.088,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,25,1.7501,0.0912,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,26,1.8269,0.0943,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,27,1.9068,0.0975,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,28,1.9899,0.1007,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,29,2.0,0.1039,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,30,2.0,0.107,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,31,2.0,0.1102,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,32,2.0,0.1134,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,33,2.0,0.1166,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,34,2.0,0.1197,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,35,2.0,0.1229,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,36,2.0,0.1261,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,37,2.0,0.1293,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,38,2.0,0.1324,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,39,2.0,0.1356,0.46,0.34,0.78
S4,Fragmented Response,T1,Efficiency Optimization,40,2.0,0.1388,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,1,1.04,0.045,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,2,1.1046,0.05,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,3,1.1742,0.0551,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,4,1.2488,0.0601,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,5,1.3285,0.0651,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,6,1.4132,0.0701,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,7,1.5029,0.0752,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,8,1.5477,0.0802,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,9,1.6475,0.0852,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,10,1.7523,0.0903,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,11,1.8621,0.0953,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,12,1.977,0.1003,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,13,2.0,0.1053,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,14,2.0,0.1104,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,15,2.0,0.1154,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,16,2.0,0.1204,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,17,2.0,0.1254,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,18,2.0,0.1305,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,19,2.0,0.1355,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,20,2.0,0.1405,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,21,2.0,0.1456,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,22,2.0,0.1506,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,23,2.0,0.1556,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,24,2.0,0.1606,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,25,2.0,0.1657,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,26,2.0,0.1707,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,27,2.0,0.1757,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,28,2.0,0.1808,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,29,2.0,0.1858,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,30,2.0,0.1908,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,31,2.0,0.1958,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,32,2.0,0.2009,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,33,2.0,0.2059,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,34,2.0,0.2109,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,35,2.0,0.216,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,36,2.0,0.221,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,37,2.0,0.226,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,38,2.0,0.231,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,39,2.0,0.2361,0.46,0.34,0.78
S4,Fragmented Response,T2,Robust Resilience Portfolio,40,2.0,0.2411,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,1,1.03,0.065,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,2,1.1134,0.0706,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,3,1.2025,0.0762,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,4,1.2972,0.0819,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,5,1.3975,0.0875,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,6,1.5034,0.0931,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,7,1.6149,0.0987,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,8,1.6621,0.1043,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,9,1.7849,0.11,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,10,1.9133,0.1156,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,11,2.0,0.1212,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,12,2.0,0.1268,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,13,2.0,0.1324,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,14,2.0,0.1381,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,15,2.0,0.1437,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,16,2.0,0.1493,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,17,2.0,0.1549,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,18,2.0,0.1605,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,19,2.0,0.1662,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,20,2.0,0.1718,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,21,2.0,0.1774,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,22,2.0,0.183,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,23,2.0,0.1886,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,24,2.0,0.1943,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,25,2.0,0.1999,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,26,2.0,0.2055,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,27,2.0,0.2111,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,28,2.0,0.2167,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,29,2.0,0.2224,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,30,2.0,0.228,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,31,2.0,0.2336,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,32,2.0,0.2392,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,33,2.0,0.2448,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,34,2.0,0.2505,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,35,2.0,0.2561,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,36,2.0,0.2617,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,37,2.0,0.2673,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,38,2.0,0.2729,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,39,2.0,0.2786,0.46,0.34,0.78
S4,Fragmented Response,T3,Adaptive Governance,40,2.0,0.2842,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,1,1.02,0.075,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,2,1.1146,0.0809,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,3,1.2152,0.0868,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,4,1.3217,0.0927,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,5,1.434,0.0987,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,6,1.5523,0.1046,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,7,1.6766,0.1105,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,8,1.7467,0.1164,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,9,1.8827,0.1223,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,10,2.0,0.1282,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,11,2.0,0.1342,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,12,2.0,0.1401,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,13,2.0,0.146,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,14,2.0,0.1519,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,15,2.0,0.1578,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,16,2.0,0.1637,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,17,2.0,0.1697,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,18,2.0,0.1756,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,19,2.0,0.1815,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,20,2.0,0.1874,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,21,2.0,0.1933,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,22,2.0,0.1992,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,23,2.0,0.2052,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,24,2.0,0.2111,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,25,2.0,0.217,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,26,2.0,0.2229,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,27,2.0,0.2288,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,28,2.0,0.2347,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,29,2.0,0.2406,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,30,2.0,0.2466,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,31,2.0,0.2525,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,32,2.0,0.2584,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,33,2.0,0.2643,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,34,2.0,0.2702,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,35,2.0,0.2761,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,36,2.0,0.2821,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,37,2.0,0.288,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,38,2.0,0.2939,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,39,2.0,0.2998,0.46,0.34,0.78
S4,Fragmented Response,T4,Justice-Centered Transformation,40,2.0,0.3,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,1,1.03,0.02,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,2,1.0243,0.0225,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,3,1.0212,0.025,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,4,1.0205,0.0275,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,5,1.0224,0.03,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,6,1.0267,0.0325,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,7,1.0335,0.035,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,8,0.9695,0.0375,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,9,0.9799,0.0401,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,10,0.9935,0.0427,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,11,1.0103,0.0453,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,12,1.03,0.0478,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,13,1.0521,0.0503,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,14,1.0767,0.0528,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,15,1.1038,0.0553,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,16,1.0601,0.0578,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,17,1.0922,0.0602,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,18,1.1268,0.0627,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,19,1.1639,0.0652,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,20,1.2035,0.0677,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,21,1.2455,0.0702,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,22,1.2901,0.0727,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,23,1.3372,0.0752,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,24,1.3134,0.0777,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,25,1.3654,0.0802,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,26,1.42,0.0827,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,27,1.477,0.0852,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,28,1.5366,0.0877,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,29,1.5986,0.0902,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,30,1.6631,0.0927,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,31,1.7301,0.0952,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,32,1.7263,0.0977,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,33,1.7983,0.1002,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,34,1.8728,0.1026,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,35,1.9498,0.1051,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,36,2.0,0.1076,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,37,2.0,0.1101,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,38,2.0,0.1126,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,39,2.0,0.1151,0.46,0.34,0.78
S4,Fragmented Response,T5,Low-Cost Continuity,40,2.0,0.1176,0.46,0.34,0.78
S5,Delayed Transformation,T1,Efficiency Optimization,1,1.08,0.035,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,2,1.113,0.0393,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,3,1.1502,0.0436,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,4,1.1917,0.0478,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,5,1.2375,0.0521,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,6,1.2876,0.0564,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,7,1.3419,0.0607,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,8,1.3205,0.0649,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,9,1.3834,0.0692,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,10,1.4506,0.0735,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,11,1.5221,0.0778,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,12,1.5978,0.0821,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,13,1.6778,0.0863,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,14,1.7621,0.0906,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,15,1.8507,0.0949,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,16,1.8636,0.0992,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,17,1.9607,0.1034,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,18,2.0,0.1077,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,19,2.0,0.112,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,20,2.0,0.1163,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,21,2.0,0.1206,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,22,2.0,0.1248,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,23,2.0,0.1291,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,24,2.0,0.1334,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,25,2.0,0.1377,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,26,2.0,0.142,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,27,2.0,0.1462,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,28,2.0,0.1505,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,29,2.0,0.1548,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,30,2.0,0.1591,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,31,2.0,0.1633,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,32,2.0,0.1676,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,33,2.0,0.1719,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,34,2.0,0.1762,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,35,2.0,0.1805,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,36,2.0,0.1847,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,37,2.0,0.189,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,38,2.0,0.1933,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,39,2.0,0.1976,0.62,0.52,0.7
S5,Delayed Transformation,T1,Efficiency Optimization,40,2.0,0.2018,0.62,0.52,0.7
S5,Delayed Transformation,T2,Robust Resilience Portfolio,1,1.04,0.065,0.62,0.52,0.7
S5,Delayed Transformation,T2,Robust Resilience Portfolio,2,1.1381,0.0718,0.62,0.52,0.7
S5,Delayed Transformation,T2,Robust Resilience Portfolio,3,1.243,0.0785,0.62,0.52,0.7
S5,Delayed Transformation,T2,Robust Resilience Portfolio,4,1.3546,0.0853,0.62,0.52,0.7
S5,Delayed Transformation,T2,Robust Resilience Portfolio,5,1.473,0.092,0.62,0.52,0.7
S5,Delayed Transformation,T2,Robust Resilience Portfolio,6,1.5981,0.0988,0.62,0.52,0.7
S5,Delayed Transformation,T2,Robust Resilience Portfolio,7,1.73,0.1055,0.62,0.52,0.7
S5,Delayed Transformation,T2,Robust Resilience Portfolio,8,1.8087,0.1123,0.62,0.52,0.7
S5,Delayed Transformation,T2,Robust Resilience Portfolio,9,1.9541,0.119,0.62,0.52,0.7
S5,Delayed Transformation,T2,Robust Resilience Portfolio,10,2.0,0.1258,0.62,0.52,0.7
S5,Delayed Transformation,T2,Robust Resilience Portfolio,11,2.0,0.1326,0.62,0.52,0.7
S5,Delayed Transformation,T2,Robust Resilience Portfolio,12,2.0,0.1393,0.62,0.52,0.7
S5,Delayed Transformation,T2,Robust Resilience Portfolio,13,2.0,0.1461,0.62,0.52,0.7
S5,Delayed Transformation,T2,Robust Resilience Portfolio,14,2.0,0.1528,0.62,0.52,0.7
S5,Delayed Transformation,T2,Robust Resilience Portfolio,15,2.0,0.1596,0.62,0.52,0.7
S5,Delayed Transformation,T2,Robust Resilience Portfolio,16,2.0,0.1663,0.62,0.52,0.7
S5,Delayed Transformation,T2,Robust Resilience Portfolio,17,2.0,0.1731,0.62,0.52,0.7
S5,Delayed Transformation,T2,Robust Resilience Portfolio,18,2.0,0.1799,0.62,0.52,0.7
S5,Delayed Transformation,T2,Robust Resilience Portfolio,19,2.0,0.1866,0.62,0.52,0.7
S5,Delayed Transformation,T2,Robust Resilience Portfolio,20,2.0,0.1934,0.62,0.52,0.7
S5,Delayed Transformation,T2,Robust Resilience Portfolio,21,2.0,0.2001,0.62,0.52,0.7
S5,Delayed Transformation,T2,Robust Resilience Portfolio,22,2.0,0.2069,0.62,0.52,0.7
S5,Delayed Transformation,T2,Robust Resilience Portfolio,23,2.0,0.2136,0.62,0.52,0.7
S5,Delayed Transformation,T2,Robust Resilience Portfolio,24,2.0,0.2204,0.62,0.52,0.7
S5,Delayed Transformation,T2,Robust Resilience Portfolio,25,2.0,0.2271,0.62,0.52,0.7
