pathway_id,profile_id,scenario_id,pathway_name,time_step,inherited_burden,future_freedom,institutional_capacity,ecological_damage,adaptive_capacity,future_representation,reparative_continuity,public_legitimacy,stewardship_score
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,23,0.9082,0.0316,0.2509,0.8003,0.1296,0.3174,0.1738,0.1737,0.0704
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,24,0.9201,0.019,0.2487,0.8019,0.1331,0.3327,0.1823,0.1697,0.0703
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,25,0.9217,0.0062,0.2468,0.8035,0.1247,0.336,0.1789,0.1657,0.0656
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,26,0.9235,0.0,0.2447,0.8052,0.1162,0.3393,0.1755,0.1616,0.0621
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,27,0.9253,0.0,0.2426,0.8072,0.1077,0.3426,0.1721,0.1575,0.0596
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,28,0.9273,0.0,0.2404,0.8093,0.0992,0.3457,0.1687,0.1533,0.0571
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,29,0.9294,0.0,0.2382,0.8116,0.0907,0.3489,0.1653,0.1491,0.0546
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,30,0.9416,0.0,0.2357,0.8281,0.0819,0.3519,0.1617,0.1448,0.0507
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,31,0.9441,0.0,0.2332,0.8309,0.0731,0.3549,0.1581,0.1404,0.0479
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,32,0.9467,0.0,0.2306,0.8338,0.0642,0.3579,0.1545,0.1359,0.0451
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,33,0.9495,0.0,0.2279,0.837,0.0553,0.3608,0.1509,0.1314,0.0423
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,34,0.9524,0.0,0.2251,0.8403,0.0463,0.3637,0.1473,0.1269,0.0394
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,35,0.9554,0.0,0.2222,0.8439,0.0373,0.3664,0.1436,0.1223,0.0364
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,36,0.9686,0.0,0.2191,0.8478,0.0401,0.3811,0.152,0.1177,0.038
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,37,0.9716,0.0,0.2161,0.8516,0.0309,0.3838,0.1483,0.1131,0.035
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,38,0.9747,0.0,0.2131,0.8556,0.0217,0.3864,0.1446,0.1084,0.0319
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,39,0.978,0.0,0.21,0.8598,0.0125,0.3889,0.1409,0.1037,0.0287
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,40,0.9814,0.0,0.2067,0.8783,0.003,0.3914,0.137,0.0988,0.0249
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,41,0.9852,0.0,0.2034,0.8829,0.0,0.3938,0.1332,0.0939,0.0227
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,42,0.999,0.0,0.1998,0.8878,0.0,0.3961,0.1292,0.0888,0.0204
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,43,1.0029,0.0,0.1963,0.8928,0.0,0.3984,0.1251,0.0836,0.0186
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,44,1.0068,0.0,0.1927,0.8979,0.0,0.4006,0.1211,0.0784,0.0168
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,45,1.0108,0.0,0.1891,0.9031,0.0,0.4028,0.1169,0.073,0.015
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,46,1.0149,0.0,0.1855,0.9084,0.0,0.4048,0.1127,0.0676,0.0131
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,47,1.019,0.0,0.1818,0.9138,0.0,0.4068,0.1085,0.0621,0.0112
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,48,1.0332,0.0,0.1779,0.9194,0.0016,0.4207,0.1162,0.0566,0.0121
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,49,1.0373,0.0,0.1742,0.9249,0.0,0.4225,0.1119,0.051,0.0098
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,50,1.0414,0.0,0.1704,0.9446,0.0,0.4243,0.1075,0.0453,0.0072
